age,income,loan_amount,credit_score,employment_length,delinquencies,default
29,46747,10540,734,14,4,1
18,20000,11366,635,16,1,1
44,28001,3699,595,5,0,1
39,75186,12711,558,12,2,1
33,86729,19360,614,6,2,1
33,46364,14471,561,15,3,1
42,85578,6205,790,7,2,1
19,74831,2815,680,13,2,0
29,56210,31894,643,8,0,1
23,54791,17601,770,5,3,0
52,63617,8407,558,11,1,1
43,77549,18694,640,12,1,1
18,67945,32513,789,13,2,1
19,46463,19963,639,15,0,1
33,56515,1000,821,13,2,1
30,99625,36218,704,17,1,1
21,65024,1000,741,8,1,1
54,77386,13351,743,10,1,1
38,70797,5932,650,9,0,1
39,65467,9079,615,11,4,0
28,62173,17275,641,2,1,1
42,77947,1000,580,17,4,1
31,74372,14278,645,10,4,1
32,65277,24178,649,11,2,1
41,46124,8254,768,17,4,1
18,67711,3877,691,9,1,0
50,58659,13885,815,9,0,1
36,53834,12293,498,11,4,1
47,113575,10238,564,18,3,1
24,29218,5493,625,5,3,1
25,79170,19153,754,3,4,0
23,42746,19762,642,2,0,1
37,62623,6474,547,14,0,1
35,111371,7581,632,0,4,0
30,40752,16091,566,14,0,1
24,45522,7280,552,17,2,1
22,59649,16429,789,13,0,0
34,43055,26744,625,3,1,1
30,77681,14521,662,13,0,0
28,49309,5291,643,8,1,1
50,73080,18136,632,0,4,1
34,33416,13578,591,3,1,1
47,23863,13798,628,14,4,1
29,55420,18802,673,11,4,1
37,28629,20528,749,9,2,1
34,90365,15284,716,15,2,1
18,29403,14514,564,10,1,1
49,39246,31508,719,19,3,1
33,68272,24604,683,1,4,1
42,48272,21668,606,5,4,1
27,29632,16049,662,3,0,1
33,100799,6954,690,8,3,1
26,39967,24019,653,18,0,1
47,56074,16154,683,8,2,1
38,55816,10382,589,6,0,1
38,74206,13054,789,1,2,1
48,69247,7270,514,7,4,1
46,43463,23458,690,4,4,1
42,53483,20464,675,3,3,1
20,55461,16453,695,2,2,1
28,74979,14657,600,12,3,1
24,36633,9554,731,14,0,1
42,100362,1000,642,14,3,0
36,44816,3696,566,1,3,1
21,59825,9058,573,18,0,1
33,36800,7856,658,10,3,1
20,34036,17314,538,11,1,1
34,42511,21491,776,17,2,1
18,40589,13972,723,5,4,1
40,51714,26271,777,10,1,1
38,40420,8736,770,1,4,1
54,73911,13915,625,9,2,1
43,44340,14592,589,5,2,1
30,42123,23737,462,3,0,1
43,52140,15847,621,12,0,1
21,79856,16068,773,2,1,1
25,64297,1761,592,19,4,1
38,58006,7800,635,4,1,0
18,31339,23767,611,1,1,1
34,37145,1000,676,8,4,1
24,34431,25743,740,7,1,1
36,86137,18997,542,13,4,1
24,70611,9019,555,13,0,1
39,42767,8343,754,11,0,0
35,48712,30167,701,11,0,1
49,43494,26291,631,15,0,1
35,42282,14044,769,13,3,1
27,69206,16076,554,2,0,0
32,54249,9830,715,9,3,1
21,101623,16078,645,13,2,1
39,85007,9608,692,5,1,0
40,86189,14371,482,17,0,0
59,73427,29482,631,9,0,1
28,51546,14235,701,6,0,1
32,71955,6615,645,7,2,0
29,53023,4069,737,12,4,1
37,92605,16016,735,14,2,1
38,68085,8912,582,5,3,1
34,65247,16972,707,3,1,0
45,62541,2043,580,1,0,0
28,94805,20522,653,9,1,1
44,31324,6518,695,18,2,1
40,96765,15370,591,19,4,1
34,56276,12293,705,11,1,1
31,31877,28747,614,10,4,1
59,44955,16371,609,10,3,1
26,26983,30563,699,4,1,1
37,73073,19485,591,8,3,1
27,39234,26403,587,18,3,1
52,63373,13329,722,12,3,1
43,82684,17764,657,4,4,1
28,46559,24749,548,1,3,1
40,54637,22239,709,15,0,1
37,33932,19247,621,18,1,1
29,52232,12376,551,2,4,1
42,111480,13729,474,7,1,1
38,75558,24101,713,17,2,1
37,54705,25767,589,5,2,1
34,47766,10257,562,3,2,1
39,59147,9049,694,7,4,1
37,62601,7766,706,7,2,1
35,51618,21637,594,9,0,1
28,70601,7564,713,19,1,0
51,40931,21540,793,19,3,1
24,40832,19365,744,11,3,1
39,67403,10639,733,1,3,1
31,36627,27510,671,5,3,1
52,74580,3301,618,3,1,1
25,59714,28276,646,0,0,1
27,23441,17551,680,7,4,1
25,62189,1000,561,0,2,1
38,26297,27735,596,11,3,1
21,73867,22777,550,5,4,1
30,55025,11574,666,14,0,0
18,97021,7282,655,10,4,0
37,81426,2447,604,19,1,1
29,38786,34323,707,9,3,1
20,20000,7612,576,3,1,1
45,44897,4891,601,18,0,1
21,35574,17143,704,6,4,1
42,96514,1896,715,15,1,0
27,59793,7147,594,15,0,1
51,78668,22959,666,18,0,1
42,54299,18713,595,12,4,0
24,56406,11909,636,10,4,1
25,59347,15146,660,7,3,1
41,82130,11460,689,8,3,1
32,66232,14504,672,15,3,0
33,38853,8905,669,11,4,1
47,92450,10358,574,0,0,1
27,54143,10114,677,7,0,1
35,50889,9193,688,18,3,1
44,20000,23351,698,4,4,1
43,72687,21160,599,9,2,1
33,62020,7541,714,16,4,0
32,61998,5444,557,5,2,1
18,51943,13741,619,13,3,1
24,48495,32242,630,15,2,1
38,52608,6778,561,6,4,1
33,69263,13710,629,17,3,1
35,72782,15709,665,8,2,1
45,55379,14130,522,5,1,1
23,78978,11334,622,4,1,1
32,58420,24240,527,5,0,1
36,49915,18635,792,11,0,1
27,63968,21766,664,4,2,1
49,32812,19715,658,7,0,1
44,64654,22151,666,14,2,1
37,29156,27675,692,17,0,0
52,39445,25648,718,13,0,1
20,20000,33598,540,10,3,0
34,56497,24738,741,13,0,1
38,92192,9644,737,8,1,1
25,57658,21778,645,5,0,1
38,72871,20683,641,14,0,0
23,107046,30362,432,2,1,1
41,68081,7262,562,18,0,0
45,44695,19463,686,8,0,1
37,47448,9551,734,16,3,1
18,60013,19100,701,1,0,1
25,47342,13282,644,9,4,0
40,48838,18835,784,8,2,1
35,79705,3717,720,7,2,0
18,80523,21345,622,10,4,1
47,27062,16648,802,13,3,1
36,43636,16217,573,18,2,1
26,50719,30601,546,16,4,1
44,71981,11940,620,4,2,1
28,82861,17738,596,19,3,1
28,114039,15802,624,9,4,1
38,50686,16584,705,9,3,0
52,51685,32774,647,0,2,1
51,71771,15510,649,13,3,0
38,46355,10461,654,17,3,1
39,57180,29967,488,5,4,1
42,51699,12538,543,17,3,1
22,20000,2158,623,1,1,1
41,62464,9073,590,19,0,1
27,56352,5027,633,5,3,1
38,85424,1000,748,9,2,1
32,60109,12095,644,0,2,1
40,34905,14438,557,17,4,1
36,54838,24444,594,10,0,1
18,20000,20035,769,19,0,1
36,35781,19670,757,7,3,1
41,72710,7854,691,1,4,1
39,55053,22079,540,13,4,1
33,78450,26129,671,3,4,1
51,20662,18156,676,12,4,1
38,55150,18380,651,0,3,1
39,50489,4882,610,3,4,1
45,79116,23435,624,12,1,1
38,73455,29246,605,13,3,1
26,72845,17583,569,3,0,1
18,90828,10245,745,3,2,1
30,52638,13704,711,17,1,1
42,86701,11636,630,0,4,1
31,39115,12116,674,4,2,1
43,38382,20183,677,19,1,1
36,75054,17235,814,10,2,1
47,29905,23031,711,0,0,1
32,71455,17967,708,17,0,1
39,62026,8087,652,6,2,0
40,81437,10994,619,14,3,1
50,58811,10497,746,12,2,1
18,61120,13508,695,7,0,1
30,70185,29357,591,7,3,1
43,46747,30639,681,11,0,1
50,45875,21692,708,7,4,1
37,69488,15950,503,3,0,1
32,59414,4106,585,14,0,1
42,51853,16760,675,13,2,1
43,58344,8679,515,12,4,1
31,91891,28044,526,14,3,1
38,51139,2151,631,10,3,1
46,50559,18075,684,18,0,1
53,25851,8006,687,17,4,1
42,59152,14923,760,19,0,1
35,73137,20328,655,2,1,1
34,76723,23175,623,2,3,1
40,62164,14514,558,9,3,1
33,79116,21089,623,13,3,1
36,74624,9700,699,4,3,1
24,82259,16964,702,2,4,1
47,79686,23017,668,0,2,1
23,91399,17656,688,11,4,1
30,56606,10765,739,19,0,0
35,33458,12767,655,9,0,1
54,73274,23125,745,14,0,0
30,75611,6265,599,1,1,0
28,91399,7445,644,4,0,0
29,85625,19812,616,13,4,1
51,98909,11486,705,8,2,0
18,72397,3375,578,0,2,0
24,64576,25806,627,4,3,0
62,32300,6203,519,15,1,1
40,66161,13404,691,13,2,0
23,48949,10043,737,16,0,1
34,64230,12618,713,7,3,1
35,61090,7923,706,18,4,1
43,69434,20714,708,18,0,1
53,58053,15886,698,7,0,1
38,78700,22869,693,4,0,1
29,20000,10126,697,19,3,1
42,63799,32064,604,6,3,1
28,84049,1000,635,9,4,0
24,97400,2318,654,18,3,1
18,74639,29024,626,5,2,0
19,93697,18792,540,17,3,1
26,63378,17731,563,3,1,0
23,60057,18450,666,5,3,1
38,70588,19569,713,7,0,1
23,59936,17398,650,9,4,1
18,44352,7272,843,4,0,1
24,49695,21545,585,17,4,1
30,37756,20285,681,13,2,1
28,70567,26427,740,13,3,1
50,60227,29113,724,14,0,1
28,52794,17643,695,12,1,1
43,48666,5179,724,12,4,1
34,70101,29180,653,13,0,1
34,75608,6854,766,14,0,1
26,37389,17703,739,18,3,1
34,34246,12946,590,3,4,1
27,79090,11554,672,10,2,1
36,32497,21114,541,3,0,1
32,70949,16955,756,3,0,0
25,92338,19105,665,18,4,1
44,92384,8474,744,9,1,1
39,74757,13607,642,14,2,0
30,74176,8843,520,14,4,0
36,105038,13407,834,0,1,1
34,20000,14049,659,9,0,1
26,50713,29754,579,3,4,1
35,76969,12924,730,6,3,1
28,53254,1000,792,3,3,1
25,84795,26160,635,13,4,1
18,59212,18594,643,2,3,1
31,62634,13951,666,9,3,1
40,54506,11502,572,6,1,1
28,49549,7424,601,19,0,1
60,49057,30504,774,15,3,1
43,65423,15414,640,7,4,1
48,44508,1097,591,5,3,1
42,79064,17621,618,14,3,1
53,73064,24649,725,12,3,1
27,81988,16251,511,11,1,0
18,37421,7787,667,1,0,1
30,26010,7071,822,1,3,1
40,59916,7661,792,12,4,1
36,117976,27173,690,9,0,1
37,85324,14426,742,16,0,1
48,48911,1570,741,0,3,1
38,68490,18073,641,3,2,1
42,74551,16128,714,15,4,1
25,32632,11408,775,19,2,1
24,87392,6836,561,14,2,0
51,56651,6488,690,0,0,0
36,58186,23693,675,1,4,1
28,60475,16980,657,17,1,1
28,82890,18829,651,9,2,1
28,44896,16958,666,9,3,1
27,25860,17621,672,19,4,1
22,66459,11252,728,4,3,1
19,20000,13353,683,5,3,1
33,53977,24319,637,13,0,1
29,83737,26316,591,18,0,1
46,71581,5223,616,7,4,1
37,80847,13333,668,3,4,0
37,72407,21714,600,1,3,1
27,108206,30056,716,0,4,1
33,48235,29255,680,7,1,1
38,67962,8633,730,10,1,1
42,51237,25200,605,9,0,1
34,79136,15469,591,4,3,0
45,58768,23355,729,13,3,1
35,94376,21306,659,17,1,1
42,49383,4888,635,4,4,0
30,88142,19399,698,13,0,0
18,71862,23045,696,10,3,1
37,59350,14838,562,13,1,0
42,70848,13029,746,0,3,1
40,65225,2426,621,13,2,0
39,67119,20468,769,14,1,1
31,55862,16669,556,13,0,1
26,45968,7622,672,16,3,1
40,53298,12393,637,14,0,1
39,26337,16236,511,19,2,1
29,76838,10530,696,13,4,1
46,35296,15021,515,8,4,1
26,55647,1000,629,16,2,0
29,72960,25795,727,13,3,1
51,76787,15127,612,11,4,1
43,24506,6205,586,11,3,1
31,58163,1000,706,7,1,0
37,69194,23233,632,12,4,1
36,61040,19464,621,9,0,1
18,86881,16685,739,2,2,1
25,43563,21909,568,8,3,1
34,20000,21887,617,18,2,1
31,76206,16555,710,6,1,1
37,49258,12966,563,13,2,1
46,24829,11662,774,8,2,1
31,56829,18367,634,5,3,1
24,84611,26176,711,7,4,1
38,34734,14176,711,19,3,1
31,106719,26811,639,2,1,1
33,43242,17985,616,13,0,0
32,61740,18045,646,16,2,1
57,35617,34240,699,3,4,1
18,60832,28221,580,15,3,1
31,57325,28428,565,12,1,1
34,30210,8619,753,6,0,1
27,116516,32537,598,3,1,1
43,50093,14342,674,18,3,1
43,50110,13180,635,3,3,1
34,79380,1000,638,18,2,0
32,96285,17610,750,12,1,1
33,82528,6333,644,17,0,1
33,35976,18266,625,5,4,1
34,64278,5707,631,0,2,1
33,22372,29381,614,13,3,1
37,78034,19412,603,7,2,0
42,27296,33238,615,11,2,1
22,43935,6815,766,9,3,1
24,59935,27393,699,6,1,1
18,68900,1000,625,14,4,1
43,54781,16664,718,10,2,1
37,90381,9947,538,12,3,1
40,74464,11416,746,13,4,0
20,72894,10868,740,13,1,1
52,35411,7682,806,6,1,1
28,93987,4922,720,15,4,1
36,43938,11460,680,4,3,1
43,94750,15928,740,18,3,1
25,100443,24309,606,16,4,0
29,70253,17362,622,11,0,1
36,80640,24332,645,3,4,1
63,20000,3174,745,18,0,1
38,56099,11536,590,11,0,1
51,82043,20688,582,16,1,0
47,78490,17745,666,0,0,0
38,35605,8110,700,6,0,1
25,54125,22472,600,5,0,1
45,20000,10749,696,16,2,1
20,68259,8781,745,9,1,1
51,22333,18895,734,2,1,1
37,82609,15049,674,12,0,0
18,83654,10816,643,3,4,1
31,50512,10545,771,8,1,1
41,70425,6441,651,19,2,1
32,55658,11834,715,8,0,1
42,64838,23800,787,8,1,1
26,37054,16956,708,0,1,1
21,72449,22668,580,9,4,1
34,27176,19128,563,19,0,1
35,23401,10102,629,19,2,1
31,57561,1806,699,19,2,1
47,55775,7585,681,7,0,1
26,65446,9630,804,1,1,1
38,47009,9011,680,4,0,1
35,97713,22848,627,4,0,1
19,63212,22764,570,1,3,1
21,64657,32695,732,14,2,1
35,63944,8890,649,10,2,1
54,80058,27779,544,14,1,1
40,71520,27730,651,3,3,1
18,68840,13141,580,13,4,1
18,74719,18788,620,1,4,1
42,23507,24925,650,14,0,1
34,24263,14528,586,16,3,1
46,58478,13908,615,5,1,1
26,56046,9981,597,6,4,1
38,71596,1000,599,8,2,1
43,60400,15563,579,11,3,1
30,71637,9321,616,10,2,1
30,35088,6397,587,2,3,1
35,59785,18377,691,7,4,1
40,33178,3389,664,10,0,1
34,67737,21448,733,12,4,0
44,22434,18868,782,12,2,1
30,66966,11798,697,13,0,1
21,30620,14493,681,8,2,1
54,52329,5478,701,10,0,0
28,77898,21002,682,6,2,1
29,64547,16498,653,5,2,0
34,27086,17094,647,6,1,1
35,46552,19015,578,8,2,1
31,29972,9860,708,2,3,1
34,26104,2847,647,4,4,1
34,62353,22658,751,2,1,1
36,71205,20509,714,8,0,0
18,68812,10717,606,9,2,1
53,72052,18272,737,3,4,1
33,59761,25063,470,2,1,1
40,54532,24109,785,10,0,1
21,38538,10483,556,4,4,1
30,51198,3089,684,17,2,1
28,33573,4462,679,3,1,1
49,43096,12506,728,9,1,1
29,61778,26698,626,16,3,1
42,57643,9172,499,2,0,1
28,121294,10229,627,8,3,0
30,33084,10064,634,9,1,0
32,57498,10746,506,11,1,1
47,31525,14910,653,17,1,1
18,52244,4759,574,11,4,1
21,53058,23674,695,7,2,1
18,76897,13841,632,7,4,1
24,51006,34833,787,12,4,1
26,56173,5611,632,5,3,1
18,51393,27718,680,13,2,1
27,31978,26130,635,7,4,1
18,46957,11706,536,1,2,1
24,52361,11839,635,10,2,1
47,61476,7629,702,5,1,1
39,71178,7721,692,7,4,1
36,55308,14995,629,6,1,1
24,54956,15165,548,2,4,1
19,25583,2181,695,5,1,1
23,70794,33348,679,18,3,0
34,46082,12923,709,6,1,0
43,74942,15524,630,14,4,1
44,86328,9990,532,8,4,1
41,56241,12863,687,1,3,1
27,39533,12136,649,16,4,1
35,59666,14976,747,18,2,1
31,66974,14883,652,4,4,1
32,53689,21438,646,3,2,1
55,48719,16817,679,18,0,1
18,71270,20634,608,1,2,1
32,69951,14921,604,17,0,1
47,53074,16850,643,3,3,0
20,26918,13069,585,17,0,1
28,69127,23024,633,18,1,1
29,44653,17580,785,4,4,1
32,64286,13735,722,4,3,1
19,63023,13496,671,2,1,1
40,22221,14126,758,15,2,1
41,61621,15243,592,6,2,1
40,70290,14549,824,12,1,1
26,72743,10529,617,12,3,1
35,62347,21119,790,10,0,1
26,20456,21624,789,4,2,1
31,85541,29270,527,7,1,1
56,68220,10170,752,10,3,1
35,35933,20331,630,1,3,1
23,44244,1000,610,8,4,1
36,64624,21632,686,14,1,1
21,73595,3347,579,8,1,0
23,50240,7125,685,7,0,1
24,76510,17657,584,16,4,1
30,24144,10028,662,10,1,1
44,39150,8933,743,14,3,0
40,20000,11121,677,1,1,1
40,42051,20837,624,18,1,1
24,90161,7536,687,15,1,0
29,101156,14566,551,16,3,1
37,64691,11970,591,13,1,0
28,47231,21559,619,10,1,1
32,55567,21783,705,10,3,1
39,69466,1000,678,12,2,0
31,28740,23360,687,9,3,1
37,48550,10113,648,14,0,1
50,88697,16890,594,6,4,1
33,39085,7488,754,15,1,1
46,45019,17969,601,6,0,1
40,60263,35410,679,9,0,1
20,65662,16017,642,1,1,1
23,47499,11321,689,18,2,0
26,61539,13142,607,13,0,0
26,72158,3247,723,4,3,0
34,99229,26591,746,0,3,1
41,57475,17503,719,17,3,1
47,59174,6608,661,0,0,1
38,90549,6869,619,9,0,0
30,49016,15122,847,0,1,1
18,33512,22455,580,13,2,1
35,65004,5792,711,4,2,0
35,81523,23907,673,8,1,1
36,67220,14266,645,11,1,1
56,58059,7558,662,7,2,1
47,31032,11258,614,13,2,1
42,58832,28988,679,10,2,1
25,84663,3894,672,8,3,0
29,35317,9144,837,6,3,1
34,55105,22620,724,8,4,1
27,52250,16731,686,6,4,1
40,46045,8670,690,11,1,1
38,64958,22718,778,15,1,1
24,68866,23098,582,11,1,1
46,68656,17651,637,0,1,1
36,40463,10100,516,16,2,1
18,27080,11333,689,15,3,1
34,65247,17277,709,16,0,1
37,49881,4504,580,0,4,1
44,96766,25622,750,16,0,1
31,97690,28601,599,9,2,1
43,99813,13112,626,16,2,1
36,41197,17848,658,15,1,1
21,71387,24486,761,17,1,1
20,77419,30644,589,2,2,1
46,75167,27455,670,11,0,1
46,52912,1115,704,14,3,1
38,85583,12475,689,11,3,1
49,60009,19005,692,16,3,1
45,62562,11046,703,14,4,1
41,29243,29262,611,0,4,1
25,72895,28035,768,3,0,1
52,54791,8472,642,12,4,1
40,69295,13700,632,7,2,1
31,64702,9003,744,7,0,0
28,63618,13438,605,18,4,1
37,59085,13196,672,1,4,1
18,75731,22634,599,10,1,1
41,56022,7892,826,6,4,1
25,30896,1000,811,1,3,1
38,71379,2163,642,7,2,0
29,43819,6773,686,8,0,1
32,33514,9754,650,9,3,1
27,39555,16497,625,3,4,1
33,65666,6361,658,14,0,0
53,58069,5311,647,7,0,1
48,20000,7564,543,11,1,1
38,52326,6074,668,10,1,0
34,83384,10564,647,11,1,1
43,50974,10221,671,10,4,1
46,56690,20512,644,6,4,1
26,80859,7083,624,9,3,0
34,75909,12139,711,10,1,0
18,80435,10639,687,0,1,0
46,20000,21471,747,14,0,1
55,94670,13765,684,8,3,0
35,72728,23405,636,5,1,1
18,109229,5781,693,0,4,1
41,44353,14605,511,6,3,1
25,24730,10392,797,8,2,1
28,60144,5191,669,16,4,1
41,54492,14459,802,12,0,1
37,73073,28863,589,8,2,0
30,81498,8176,571,2,1,1
28,58254,13980,675,5,0,0
36,55185,4502,675,18,4,1
30,70454,3326,673,2,3,1
23,54873,8701,663,12,0,1
31,53200,11400,606,10,0,1
38,80742,11755,546,4,1,0
33,85195,13191,669,17,4,1
20,81679,1813,560,7,0,0
44,56635,9992,553,13,3,1
18,20000,19014,623,1,0,1
30,57035,4134,680,19,1,0
28,44840,12158,789,0,2,0
36,57405,17342,718,6,0,1
40,46578,8741,750,18,1,1
46,59585,17732,695,12,1,1
27,39214,2830,675,13,0,0
40,34385,22107,825,6,0,1
36,84453,17926,557,15,0,1
18,40606,15445,621,18,3,1
54,60006,23998,626,12,0,1
20,79090,12365,712,4,2,1
39,78286,10057,581,18,0,1
38,75896,25980,703,0,1,1
37,66057,29726,690,17,0,1
30,74480,9452,706,0,1,1
43,87461,14090,705,1,3,1
19,68500,23360,757,0,2,1
34,23255,14374,646,3,0,1
29,49429,19756,687,14,0,1
28,73927,21243,598,7,1,1
39,47458,10501,582,1,1,1
45,92402,18354,773,6,2,0
31,58736,14950,593,19,1,1
42,61704,5265,694,10,3,1
35,82494,7082,687,14,1,1
26,56343,9780,732,5,3,1
